    token	freq	docs
déjà	146	70921,68388,74170,67938,68389,70920,74167,73185,72933,72932,73184,71618,73432,71621,69534,72114,70918,73430,76206,72935,76207,73431,73182,70919,72115,69181,69817,76512,70162,69816,72629,68881,67554,67795,76511,67385,74449,70161,69815,67555,70429,69811,73685,73684,69179,68273,73876,75792,69813,67553,70749,72635,70744,71843,72392,74457,71842,72634,70745,68646,75788,68643,72633,70420,76509,74450,67389,74451,76508,69819,70421,72395,67798,70743,72630,73880,68279,72631,69538,72118,70914,75065,75070,71362,76209,75067,68383,71836,71359,71615,74745,75063,67937,68392,74746,75458,68390,74168,75459
personne	145	73435,73187,71357,74749,74173,72933,73184,73190,72113,76211,73432,69534,72114,75069,76206,76207,67068,72115,76507,72629,68881,75795,74449,69815,67794,73691,73685,73875,70165,67801,73684,68273,69812,73876,70166,75793,67802,69813,67553,70749,70744,68645,72393,71842,72634,70745,68646,71840,73879,71841,68643,72633,67799,74450,67389,74451,76508,67798,67940,72630,74453,70422,70914,75065,71612,71837,71361,71359,71615,68387,75063,75466,71614,71366,71616,74746,75458,74752
international	142	70921,67939,68638,71619,74167,72932,73184,73190,69533,72113,74176,72936,73432,72934,76207,73431,75796,69180,72629,67795,75795,74449,70161,67794,72400,73875,70170,76515,70164,73684,69179,68273,70748,68885,69812,67803,76516,69813,73687,69542,67553,70749,69177,68283,72393,67944,71840,73878,69820,67945,70752,67799,70420,73883,72630,67942,68278,70422,67943,72396,70914,75071,75065,72938,75064,71835,71362,71837,76208,70916,72122,74745,68387,75063,67937,68392,75466,71614,71358,72121,75458,68384,74168,73438
résultat	139	68388,68389,70920,71357,74167,74173,73436,73184,74748,69533,72117,76210,71621,72114,70918,76206,72934,73431,70919,69535,76512,69816,67556,72629,76511,67385,67391,75794,74449,69183,67555,69540,68886,70429,69811,73685,67801,73684,70428,68887,68885,69184,70167,67802,70749,72635,71843,72392,70751,72634,75788,74454,68280,73688,70746,72633,67558,74450,67388,76508,69819,70421,72632,72630,67942,72397,72631,75065,72939,75460,70915,69539,70917,71837,76209,76208,75463,68387,73189,75063,73188,67937,74750,71614,75458,74752,68390,74168,74169,75459,71617
certain	139	73434,74171,70920,71357,68638,74167,73185,73436,72932,73184,73190,71618,71621,69534,72114,73183,75069,76207,73431,73182,67068,70919,73683,67392,76507,69816,67556,68881,67795,76511,67391,75794,74449,70161,67794,68882,73685,73875,75790,68273,69184,73876,70166,75793,73877,69813,67553,70749,71843,72392,74457,72393,71842,72634,70745,69821,73879,75788,75789,69820,70746,68643,67558,70420,67389,67388,70421,67798,70422,68279,67943,72631,70914,71835,71612,75460,71362,75462,76209,71836,70916,71359,68387,75063,67937,75466,71358,74746,75458,74752,74169,68385,75459
environnement	139	68388,67938,71357,69533,76211,72937,76210,73432,71621,72116,71838,73431,70919,69535,70163,76513,69816,68275,68881,72398,76511,67385,75795,70161,67804,67794,70429,69811,73875,70165,76514,70170,70164,73684,73690,68885,69812,75792,73877,69813,73687,68645,72392,69177,68283,72393,71842,70745,70425,73879,68281,70169,70746,68643,70420,69818,67389,70421,70743,73880,71363,69538,67071,75071,75064,75070,70915,71362,75462,76209,75067,75463,68387,73188,75458,71617
dire	139	68388,67939,67938,74749,75457,74167,73185,73184,69533,72113,76210,73432,73183,73430,75069,72934,76213,73431,73182,67068,69535,72115,73683,70162,67556,68881,67554,67795,69814,76511,67391,75794,74449,70161,72400,68882,68886,69178,67800,75790,73684,73876,75793,67383,75792,70167,73877,73687,67553,70749,72635,72392,73879,75789,74454,70424,68643,67558,67799,70420,76509,67389,67388,76508,70421,72632,70743,67942,68279,72631,75065,72938,75064,75070,71835,69539,71837,76209,75067,75463,71359,71615,74745,68387,67937,74750,75458,74168,74169,68391
région	138	70921,67939,73186,73435,73434,74171,68389,68638,74749,72933,73190,74172,74748,72113,72117,69537,74176,72114,73183,73430,76206,75068,73431,73683,69817,76512,76513,70162,76507,68275,69182,76511,67391,68276,67794,70170,76515,73684,70428,69543,68885,70166,75792,73877,73687,67553,74457,73884,71842,70745,71840,74455,75789,73878,68643,69818,74450,70421,72395,67798,70743,72630,68279,67943,72396,69538,72118,75461,75071,72938,70915,71360,75066,75067,75463,70916,71361,68387,68393,71614,71358,75458,68384,74169,68391
centre	138	70921,73435,71357,71619,75457,72932,73184,74172,71618,68639,69537,73433,76211,73432,71621,72116,69534,70918,76206,75068,71839,72115,69181,73683,69817,67387,70162,69816,67797,67795,68277,67391,74449,69815,68276,67794,67555,69178,73685,73875,75790,70170,76515,70164,67801,70428,68885,75792,67802,68884,70749,70744,68889,69177,73884,72393,67946,68644,68888,70751,72634,68646,71840,73689,73688,70424,67945,70746,69818,73882,70421,67798,67940,72630,68278,70423,74452,70422,67943,71363,70914,72939,72938,75064,71612,75460,75067,71836,70916,71359,74745,68387,68393,75063,74744,71358,75464,74752,68384,74168
important	138	68389,71357,68638,74167,73185,74748,72113,72117,76211,73432,71621,69534,72114,71838,73183,75069,72935,76213,73431,73182,69181,69817,67387,67795,67391,75794,74449,70161,69815,69183,68276,67794,68882,68886,69811,73685,73875,70165,75790,69186,67801,73684,68887,68885,69812,69184,73876,75793,67383,73877,69813,72392,69177,72393,72634,71840,74455,70169,74454,73878,73688,70424,70746,68643,70420,69818,67388,70421,72632,70743,67942,74453,70422,72396,68641,69538,70914,75070,71835,75460,70915,71360,71837,75067,71836,75463,70916,74745,68387,73188,67937,71614,75458,74168,74169,68385,75459
monde	137	70921,67939,74170,67938,70920,71357,68638,75457,74167,73185,73436,72933,72932,71618,72113,69537,74176,73433,76211,73432,71621,72116,69534,73183,73430,72935,76213,75068,76207,73431,73182,69535,72115,68274,69181,73683,69817,75796,67387,75797,76507,72629,68881,72401,67795,67391,70161,68276,67794,70429,69811,76515,69179,70748,67383,67802,69813,72635,71843,72392,74455,74454,73878,69820,70420,74450,70421,70743,68640,73880,70422,72396,72631,70914,75065,72939,71835,71612,71837,68383,70916,71359,74745,67937,68392,74744,71358,71366,74752,74168,74169,75459
produit	136	70921,67939,73187,74749,74167,72933,74748,72113,69534,72114,75069,72935,75068,76207,67068,67557,68274,75797,76513,76507,72629,67555,68882,69811,70165,76514,68273,68885,73876,70166,75793,67383,75792,69813,72393,72634,73879,71841,72633,67558,67799,74450,67388,74451,76508,70421,72395,67798,68642,72630,68278,68279,72396,68641,69538,72939,69539,71362,71359,68387,67937,74744,71616,68390,68391,74747
-	136	68388,67939,67938,68389,68638,72932,76210,71621,69534,75796,68881,72398,67795,67391,70161,68276,72400,69178,72940,70170,70166,69185,69177,72393,71842,72634,70420,69818,70421,67940,68642,68279,72119,75066,68383,71836,71615,75063,74750,68390,71617
marché	134	70921,73435,67938,71357,71619,74749,74167,73436,74748,72114,75069,76207,69535,72115,68274,73683,76512,72629,68881,76511,75795,73685,70165,76514,69179,68273,73876,67383,67553,70749,72392,69177,73884,70751,72634,70753,71840,74455,73878,68643,72633,69818,74450,67388,74451,76508,72395,68279,72396,72118,75065,72938,75070,71360,75462,76209,75066,75067,68383,72122,71359,74745,75063,68392,71614,71616,74169
ingénieur	134	67939,74170,73434,67938,74749,75457,73185,72933,74172,70923,72113,72936,73430,76206,76212,75068,73431,74174,67068,72115,69181,68883,67554,72398,67795,70161,68276,68886,73685,73684,68273,69541,70748,69185,68645,70426,68888,72634,67944,73689,73879,74455,72633,72394,74450,73882,70743,67071,75071,75064,71612,71362,68383,70916,71361,71615,74751,68393,75063,71614,71358,74747
créer	134	70921,73435,74171,67938,68638,71619,74749,75457,73185,74172,72113,68639,72117,74176,73433,76211,72936,72937,73432,71621,73430,76207,73182,67068,70919,69181,76512,70162,76507,69180,72629,68881,72398,67795,69814,67804,69540,73691,73685,68273,69541,70748,73686,69812,73876,67803,70166,67383,75792,73687,67553,72392,68888,68646,67944,71840,73879,74454,70424,71841,72637,68643,72633,73883,69818,76509,74450,74451,67798,68642,72630,74453,70422,72118,67071,75065,72939,75064,71362,71360,76208,75067,68383,74751,74745,68393,75063,68392,74744,71614,71358,71616,74746,75458,74752,68384,74169,74747
science	133	68388,73434,68638,73436,72932,73184,74748,69533,72113,72117,71620,76210,69536,69534,71838,73183,76206,73431,73182,67557,73683,69180,67556,72401,72398,67795,75795,70161,69815,68276,67794,67555,68882,68886,73685,75790,75791,76515,70428,69184,75793,69813,70749,68889,68645,69177,68283,72393,68280,72394,67799,76509,67388,72630,70422,70914,67071,72939,75064,71835,71612,75067,75463,71359,73189,75063,67937,68386,74744,71614,71358,71616,75458,68390,68391,75465
même	132	70921,67939,74170,73434,67938,74167,73185,72932,74748,72113,76210,73432,72116,73183,73430,76206,76212,75068,73182,70919,73683,67386,67387,70162,72629,68881,68883,67554,76511,75795,70161,68276,67794,68886,73685,67800,70165,73684,68273,68887,69184,73876,67383,75792,73877,68884,67553,70744,71843,72392,74457,71842,72634,70745,70747,72636,73689,74455,75789,74454,73878,68280,68643,67558,72394,67941,70420,74450,67389,67388,69819,70421,73880,72631,75064,71835,71612,70915,71362,76209,76208,75463,70916,71359,74751,74745,67937,74744,74750,71614,71358,75458,74168,74169
formation	132	71619,75457,74167,73437,72113,76211,72116,69536,72114,75068,73182,70163,70162,72398,67795,70161,68276,67555,76514,73684,70748,68885,69184,73876,69185,73687,69542,70749,69177,73884,72393,71842,68888,72636,67944,72637,67558,72394,70420,73883,76509,74451,69819,70421,70422,72631,75071,72938,75064,71362,75066,70916,71361,74751,68393,75063,68392,71358,68390,75459,71617
leur	129	70921,67939,73434,68389,68638,71619,75457,74167,72933,71618,69533,71621,72116,69536,69534,73183,73430,75069,76212,73431,73182,74174,69535,72115,68274,73683,70163,75796,67387,75797,76513,70162,69816,68275,72629,68881,72401,68277,69814,67391,69183,67794,72400,67555,68886,73691,73685,73875,72940,69186,68273,75792,73877,68645,74456,70753,67561,71841,70746,72394,76509,74450,67389,76508,72395,67798,67940,72632,72630,70422,72631,75461,72939,75070,72119,71837,75067,68383,71836,75463,72122,71359,74751,74750,71614,75458,68384,74169,68391,75459,75465
terme	127	70921,74170,73186,73187,68638,74167,74173,73184,69533,72937,73432,72116,69534,72114,70918,73430,75069,76206,76213,75068,70919,69535,68274,73683,69817,72629,68881,68883,67554,68277,69814,76511,67391,67390,75794,70161,69183,67794,68882,69540,68886,70429,69178,70165,73684,68273,68887,69812,73876,75793,75792,69813,68884,67553,70749,70744,71843,71842,72634,70745,70753,70747,73879,74455,75788,75789,74454,68280,70420,76509,67388,74451,69819,70421,72395,69538,75461,75064,71835,70915,76209,75067,68383,70916,71361,73189,75063,73188,74744,71358,71366,75458,74752,68390,75459
étude	127	68388,67939,73186,68389,70920,68638,75457,73185,73184,74748,72113,72117,69537,73433,69536,73183,76206,72935,73431,72115,69181,73683,69816,67556,68277,75794,68276,67555,68886,69178,73685,70165,69186,69179,68885,73686,69812,75793,73877,69185,72393,70751,72634,70745,68646,73879,68281,75789,74454,71841,68643,72633,67389,67798,67942,70422,75065,72938,75064,71612,76209,75463,68387,67937,71366,75464,75458,74169,75459
groupe	127	73434,71357,74172,69533,72113,68639,76211,69534,72114,75069,72935,73182,71839,68274,67387,70162,69816,72629,67554,72398,70161,69183,67804,67555,69540,73875,69541,70748,68885,73876,70166,75793,73687,67553,72392,70426,69177,73884,68888,72634,68646,73879,68281,70168,68280,72633,72394,69818,76509,74450,67388,67940,75461,67071,75065,71360,70916,71361,71359,71615,74751,74745,68387,67937,74744,71614,71358,74746
secteur	127	70921,74749,74167,73185,74172,74748,72113,72937,72116,72114,76206,72934,76213,76207,73182,67068,68274,70163,75796,67386,75797,76507,72629,75795,75794,74449,76510,70161,69815,73685,73875,70165,68273,69541,68885,67803,70166,75793,67383,73877,73687,67553,70749,68889,69177,74456,73884,72393,72634,70753,72636,73689,73879,74455,70169,68280,72637,70752,68643,67558,72394,74450,76508,73882,70421,72395,67798,68642,68279,70914,75461,75065,75462,76208,75067,68383,71359,75063,73188,68392,74744,74750,71614,74746,75458,74169,74747
technique	123	70921,67939,73186,73434,74171,68638,70922,74749,73185,72933,72113,72936,69536,70918,71838,72934,75068,73431,73182,67068,72115,73683,75796,70162,72629,67554,67795,72399,73685,67801,73690,69179,68885,69812,73876,67383,73877,73687,68884,67553,72392,73884,72393,70751,70747,72636,67561,73689,73879,75788,69820,68643,72394,67389,67388,76508,69819,67940,72632,68642,70423,68279,67943,69538,75071,72939,71835,69539,70917,70916,74745,73189,75464,74746,74168,68391,74747
fois	123	67939,74170,73434,74171,70920,71357,68638,75457,74167,73190,69533,76211,76210,73432,69534,74175,73430,75069,76206,72934,76213,76207,67068,69535,69817,70163,76507,72629,68881,67554,72401,76511,75794,74449,70161,69815,68276,67555,69540,68886,73685,70170,76515,67801,68885,69812,73876,70166,67383,70167,67802,69813,67553,72635,69177,74456,73884,71842,68644,70745,70747,68281,75789,69820,70746,67558,67799,67389,67388,76508,69819,70421,70743,68642,72630,72397,73881,67943,70914,71835,72119,76208,75067,71359,71614,71358,71366,72121,75458,74168,68385
agir	122	70921,68388,67938,70920,74749,75457,73185,73436,73184,68639,76210,69536,69534,73183,76206,73431,72115,67796,68274,69817,67386,70162,72629,68881,67554,72401,67795,69814,67385,67390,76510,70161,67794,67555,69178,69811,73685,67800,75790,69186,73876,75793,67383,75792,69185,69813,67553,68889,71843,72392,69177,72393,70745,70747,68646,67944,71840,75788,75789,74454,72637,68643,71845,67941,74450,67388,72395,67798,70743,68278,70423,73881,68279,72396,72118,67071,75064,71835,70915,71362,71837,75067,68387,67937,71614,75458,74752,68390,74168,74169,75459
autour	122	70921,67938,70920,71357,68638,71619,74749,73185,73184,74172,74748,68639,71620,74176,73432,72116,69536,72114,73430,76212,76213,73431,73182,67068,69535,73683,67392,68881,69814,76511,70161,67794,72400,67555,68882,73685,73875,70170,70164,68273,68885,73876,67803,75793,73877,70749,70426,69177,74456,73884,72393,71842,67946,70751,72634,70745,73879,69820,70424,67558,70421,70743,68642,68640,72630,68279,72396,70914,75065,72939,72938,71612,75462,68383,71361,71615,74745,75466,71358,72121,74746,74752,68384,74168,74169,68385,75459,71617,75465,72120
ecole	120	73186,68638,71619,75457,72932,73190,68639,76211,72936,74175,73183,73430,72934,73431,73182,67068,73683,75796,76513,69180,72398,70161,69540,73685,68885,73686,73876,69185,69542,68889,70426,68888,70747,73879,74455,70168,69820,68280,72633,73883,67940,70743,71363,75071,75462,76208,68383,71361,74751,71614,71358,75464
plusieurs	120	67939,73186,73435,73187,68638,70922,75457,74167,74173,72932,73184,74172,69533,69537,72937,73432,71621,72116,69534,76213,73431,73182,67068,72115,68274,73683,69817,70163,76512,76513,69816,69180,72629,68881,68883,72398,67795,76511,67385,74449,69183,68882,70165,75790,76515,69179,68273,68887,68885,69184,73876,67803,70166,75793,75792,76516,70167,67802,69813,68645,71843,74457,71842,72634,70745,73878,70424,72633,72394,70420,76508,72395,72630,67942,74453,70422,68279,72396,72631,75065,71835,71612,75460,70917,75462,76209,70916,71359,67937,71616,74746,68390
bien	119	67939,73186,73434,71357,68638,74167,73185,72932,74172,72116,69534,70918,73430,75069,76213,73182,67068,69535,72115,73683,69817,70163,67386,72629,68881,76511,74449,70161,68276,67794,70429,67800,75790,76515,69186,73684,68273,69812,69184,70166,67383,69813,70749,70744,72392,74457,68283,70745,74455,72637,67389,67388,76508,70421,72632,70422,72396,70914,72938,75064,71835,71612,70915,70917,76209,76208,68383,75463,71359,74751,67937,75466,71614,71358,75458,74169,68391,75465
trois	118	67939,73434,68389,74749,75457,74167,72933,72932,71618,69533,72113,74176,69536,69534,72114,73430,76213,76207,67068,68274,73683,67386,70162,76507,68881,72398,67795,69182,74449,70161,69183,68276,67555,69811,73685,75790,70164,73684,73690,69179,67383,73877,67553,68645,72393,71842,68888,72634,73689,74455,75788,75789,69820,70424,70746,72637,68643,69818,67388,73882,72395,68642,68640,72630,72397,73880,74453,74452,70422,73881,68279,70914,72119,71362,70916,71361,71615,75063,67937,75466,71614,71366,75464,71616,74169,68391,74747
outil	118	70921,73434,74171,74167,72932,71618,68639,69537,69536,69534,76207,73431,73182,72115,75796,76513,70162,76507,68275,67554,76510,70161,69815,69183,67555,68882,69811,73685,76514,72940,70170,68885,69812,73876,70166,73877,69813,72392,73879,68281,75788,69820,72637,68643,70420,70421,67798,68279,70914,75064,75070,76208,71359,74751,74745,74744,74168,75459
énergie	116	67939,73434,68638,73185,73436,72933,73190,76210,71621,72934,76213,67557,67797,72629,72398,69814,68882,69540,69178,67800,70165,72940,73684,70166,68884,72393,68644,75789,73688,70424,69818,74450,69819,70743,68640,72397,71363,69538,75071,72939,69539,72119,71362,75066,75067,68383,75463,74751,75063,73188,72121,74168,68385,71617
sans	116	68389,71357,70922,74749,75457,74167,73185,72933,72932,71621,73430,76206,72934,76213,76207,73431,73182,69535,72115,73683,67386,69816,72629,76511,75794,70161,67794,68882,70429,73875,70165,75791,69186,68273,73876,70166,75793,67802,73877,69813,68884,67553,70749,72393,71842,72634,69821,74455,75789,68280,68643,72394,67941,69818,74450,74451,70421,67798,72631,72938,71835,75462,71837,76209,75066,76208,75067,68383,75463,70916,71359,67937,74750,75458,74752,68390,68391,75459
proposer	114	73434,74171,67938,68638,71619,75457,73436,72933,73437,72937,69534,72114,75069,76212,72934,76213,75068,73431,67068,69535,68274,75796,75797,76513,76507,72629,67554,72398,67795,74449,76510,68276,67794,68882,69540,70165,67801,68273,69541,69543,68885,73876,70166,75792,76516,73877,67553,70744,68645,72392,70751,72634,71840,73689,69821,73879,74455,70169,72637,68643,72394,69818,76509,74451,70421,70422,68279,72118,75071,76208,75067,68383,72122,71359,74745,68387,75063,68392,71366,74746,75458,74752,74168,74747,71617
technologique	113	74170,74171,68638,75457,74167,72933,73190,74748,69533,72113,68639,72116,69534,76213,75068,76207,73182,71839,75796,67797,68881,68883,67554,76510,70161,68276,72400,68882,73685,76514,75790,69179,68273,68885,70166,75792,73687,67553,72392,72393,71842,72634,68281,74455,75789,70168,69820,70752,67799,73883,67388,74451,72395,67940,72630,74453,71363,70914,75071,71835,71362,71360,71837,75066,68383,71359,68393,75466,71358,74746,74168
application	112	70921,74170,73434,68638,73190,69533,72113,68639,73433,76210,72116,72934,76207,73431,73182,71839,67068,67796,75796,67392,75797,76507,68881,67554,76511,75795,67390,70161,72399,70429,67800,70170,69179,73876,70166,70744,69177,68644,73879,70169,75788,69820,68280,71841,72633,72394,76509,74450,74451,76508,70421,72630,70423,74453,74452,70422,68641,75461,75071,71835,69539,76208,75067,71836,72122,71359,68393,75063,67937,68392,74744,74750,71616,68390,68384,75459
